EV 111,0,0,0,0,0,0,0,3,"0,2","0,4","0,25","0,9",1296,155520,1296,155520
EV 116,0,0,0,0,0,0,0,1,"0,1","0,2","0,15","0,195","280,8",33696,"280,8",33696
EV 120,0,0,0,0,0,0,0,3,"0,2","0,4","0,3","1,08","1555,2",186624,"1555,2",186624
EV 121,0,0,0,0,0,0,0,3,"0,2","0,4","0,3","1,08","1555,2",186624,"1555,2",186624
EV 122,0,0,0,0,0,0,0,3,"0,2","0,4","0,3","1,08","1555,2",186624,"1555,2",186624
EV 207,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 209,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 213,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 214,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 215,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 216,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 217,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 218,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 219,2500,6,"0,576","17,5-25-L2",25500,"61,2",7344,,,,,0,0,0,"61,2",7344
EV 313,3000,4,"0,48","20,5-25-L3",29700,"39,6",4752,,,,,0,0,0,"39,6",4752
EV 314,3000,4,"0,48","20,5-25-L3",29700,"39,6",4752,,,,,0,0,0,"39,6",4752
EV 318,3000,4,"0,48","20,5-25-L3",29700,"39,6",4752,,,,,0,0,0,"39,6",4752
EV 319,3000,4,"0,48","20,5-25-L3",29700,"39,6",4752,,,,,0,0,0,"39,6",4752
EV 320,2000,4,"0,72","23,5-25-L3",32500,65,7800,,,,,0,0,0,65,7800
EV 321,2000,4,"0,72","23,5-25-L3",32500,65,7800,,,,,0,0,0,65,7800
EV 322,1500,4,"0,96","26,5-25-L3",37000,"98,6666666666667",11840,,,,,0,0,0,"98,6666666666667",11840
EV 323,1500,4,"0,96","26,5-25-L4",37000,"98,6666666666667",11840,,,,,0,0,0,"98,6666666666667",11840
EV 411,1500,,,,,0,0,"1,1","0,15","0,1","0,4","0,54","777,6",93312,"777,6",93312
EV 413,0,4,0,,,0,0,"1,1","0,15","0,1","0,4","0,54","777,6",93312,"777,6",93312
EV 414,0,0,0,,,0,0,"1,1","0,15","0,1","0,4","0,54","777,6",93312,"777,6",93312
EV 415,0,0,0,,,0,0,"1,1","0,15","0,1","0,4","0,54","777,6",93312,"777,6",93312
EV 416,0,0,0,,,0,0,"1,1","0,15","0,1","0,4","0,54","777,6",93312,"777,6",93312
EV 417,0,0,0,,,0,0,"1,1","0,15","0,1","0,4","0,54","777,6",93312,"777,6",93312
EV 418,,,,,,0,0,"1,1","0,15","0,1","0,4","0,54","777,6",93312,"777,6",93312
EV 419,,,,,,0,0,"1,1","0,15","0,1","0,4","0,54","777,6",93312,"777,6",93312
EV 420,1500,4,"0,96",,72000,192,23040,,,,,0,0,0,192,23040
EV 506,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 509,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 510,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 511,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 512,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 513,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 514,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 515,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 516,1500,4,"0,96",,38000,"101,333333333333",12160,,,,,0,0,0,"101,333333333333",12160
EV 605,1500,4,"0,96",,60000,160,19200,,,,,0,0,0,160,19200
EV 607,1500,4,"0,96",,60000,160,19200,,,,,0,0,0,160,19200
EV 608,1500,4,"0,96",,60000,160,19200,,,,,0,0,0,160,19200
EV 610,1500,4,"0,96",,60000,160,19200,,,,,0,0,0,160,19200
EV 611,1500,4,"0,96",,60000,160,19200,,,,,0,0,0,160,19200
EV 705,1500,4,"0,96",,80000,"213,333333333333",25600,,,,,0,0,0,"213,333333333333",25600
EV 706,1500,4,"0,96",,80000,"213,333333333333",25600,,,,,0,0,0,"213,333333333333",25600
EV 707,1500,4,"0,96",,80000,"213,333333333333",25600,,,,,0,0,0,"213,333333333333",25600
EV 708,1500,4,"0,96",,80000,"213,333333333333",25600,,,,,0,0,0,"213,333333333333",25600
EV 709,1500,4,"0,96",,80000,"213,333333333333",25600,,,,,0,0,0,"213,333333333333",25600
EV 710,1500,4,"0,96",,80000,"213,333333333333",25600,,,,,0,0,0,"213,333333333333",25600
EV 711,1500,4,"0,96",,80000,"213,333333333333",25600,,,,,0,0,0,"213,333333333333",25600
